"report_date","active_users","new_users","total_users","user_engagement_duration","user_key_event_rate","active_1day_users","active_7day_users","active_28day_users","dau_per_wau","dau_per_mau","wau_per_mau","first_time_purchasers","first_time_purchaser_rate","total_purchasers","first_time_purchasers_per_new_user","new_vs_returning"
2024-10-16,361,361,361,13792,0.019390581717451522,361,2664,6689,0.13551051051051052,0.04852150537634409,0.6493506493506493,0,0.0,0,0.0,new
2024-10-16,53,0,53,7419,0.018867924528301886,53,224,660,0.23660714285714285,0.07191316146540028,0.3580645161290323,0,0.0,0,0.0,returning
2024-10-16,10,0,23,79,0.0,10,50,72,0.2,0.12987012987012986,0.3039348710990502,0,0.0,0,0.0,(not set)
2024-10-17,930,930,930,31122,0.08817204301075268,930,3217,7380,0.2890892135529997,0.11900191938579655,0.5443037974683544,0,0.0,0,0.0,new
2024-10-17,58,0,58,8543,0.08620689655172414,58,231,676,0.2510822510822511,0.07988980716253444,0.4116442738323736,0,0.0,0,0.0,returning
2024-10-17,5,0,17,63,0.0,5,43,77,0.11627906976744186,0.06329113924050633,0.3181818181818182,0,0.0,0,0.0,(not set)
2024-10-18,447,447,447,17719,0.15436241610738255,447,3417,7680,0.13081650570676032,0.055452177149237065,0.5512820512820513,0,0.0,0,0.0,new
2024-10-18,44,0,44,4014,0.06818181818181818,44,239,687,0.18410041841004185,0.06111111111111111,0.423892817268329,0,0.0,0,0.0,returning
2024-10-18,1,0,14,0,0.0,1,43,76,0.023255813953488372,0.01282051282051282,0.33194444444444443,0,0.0,0,0.0,(not set)
2024-10-19,343,343,343,11933,0.09329446064139942,343,3237,7981,0.1059623107815879,0.04199314397649363,0.5185185185185185,0,0.0,0,0.0,new
2024-10-19,24,0,24,979,0.08333333333333333,24,233,701,0.10300429184549356,0.03337969401947149,0.3963026444662096,0,0.0,0,0.0,returning
2024-10-19,3,0,9,30,0.0,3,42,78,0.07142857142857142,0.037037037037037035,0.3240611961057024,0,0.0,0,0.0,(not set)
2024-10-20,188,188,188,6874,0.13829787234042554,188,2910,8137,0.06460481099656358,0.02285158624042786,0.5185185185185185,0,0.0,0,0.0,new
2024-10-20,30,0,30,752,0.13333333333333333,30,229,717,0.13100436681222707,0.04132231404958678,0.35371338276406955,0,0.0,0,0.0,returning
2024-10-20,2,0,11,19,0.5,2,42,80,0.047619047619047616,0.024691358024691357,0.3154269972451791,0,0.0,0,0.0,(not set)
2024-10-21,364,362,364,9141,0.06043956043956044,364,2865,8343,0.12705061082024433,0.042508466658881236,0.36046511627906974,0,0.0,0,0.0,new
2024-10-21,54,0,54,7366,0.09259259259259259,54,232,719,0.23275862068965517,0.072,0.33457900268597457,0,0.0,0,0.0,returning
2024-10-21,6,0,19,23,0.0,6,31,86,0.1935483870967742,0.06976744186046512,0.30933333333333335,0,0.0,0,0.0,(not set)
2024-10-22,198,198,198,7511,0.08080808080808081,198,2828,8402,0.07001414427157002,0.022771707878090856,0.32954545454545453,0,0.0,0,0.0,new
2024-10-22,43,0,43,1402,0.023255813953488372,43,239,727,0.1799163179916318,0.05569948186528497,0.3252443933294997,0,0.0,0,0.0,returning
2024-10-22,2,0,21,6,0.0,2,29,88,0.06896551724137931,0.022727272727272728,0.30958549222797926,0,0.0,0,0.0,(not set)
2024-10-23,290,291,290,9891,0.04482758620689655,290,2757,8573,0.10518679724338048,0.0327980095001131,0.3127413127413127,0,0.0,0,0.0,new
2024-10-23,57,0,57,2460,0.03508771929824561,57,243,736,0.2345679012345679,0.07335907335907337,0.3118072834200407,0,0.0,0,0.0,returning
2024-10-23,2,0,16,57,0.0,2,21,90,0.09523809523809523,0.022222222222222223,0.23333333333333334,0,0.0,0,0.0,(not set)
2024-10-24,181,181,181,6786,0.143646408839779,181,2009,8485,0.09009457441513191,0.020369119963988297,0.2964376590330789,0,0.0,0,0.0,new
2024-10-24,48,0,48,4231,0.020833333333333332,48,233,738,0.20600858369098712,0.061068702290076333,0.22608597794283142,0,0.0,0,0.0,returning
2024-10-24,2,0,15,16,0.0,2,18,90,0.1111111111111111,0.021739130434782608,0.1956521739130435,0,0.0,0,0.0,(not set)
2024-10-25,201,200,201,7228,0.12437810945273632,201,1762,8492,0.11407491486946651,0.02247819279803176,0.2960609911054638,0,0.0,0,0.0,new
2024-10-25,47,0,47,2365,0.1276595744680851,47,233,747,0.2017167381974249,0.05972045743329098,0.19704764034891523,0,0.0,0,0.0,returning
2024-10-25,1,0,16,7,0.0,1,18,90,0.05555555555555555,0.010752688172043012,0.1935483870967742,0,0.0,0,0.0,(not set)
2024-10-26,169,169,169,6127,0.15976331360946747,169,1588,8412,0.10642317380352645,0.01911764705882353,0.3053435114503817,0,0.0,0,0.0,new
2024-10-26,32,0,32,796,0.15625,32,240,750,0.13333333333333333,0.04071246819338423,0.17963800904977376,0,0.0,0,0.0,returning
2024-10-26,0,0,14,0,0.0,0,15,89,0.0,0.0,0.16483516483516483,0,0.0,0,0.0,(not set)
2024-10-27,187,186,187,6892,0.16042780748663102,187,1588,8317,0.11775818639798488,0.02114906129834879,0.29924242424242425,0,0.0,0,0.0,new
2024-10-27,31,0,31,1974,0.12903225806451613,31,237,748,0.1308016877637131,0.039141414141414144,0.17959737615923999,0,0.0,0,0.0,returning
2024-10-27,3,0,8,20,0.0,3,16,90,0.1875,0.03225806451612903,0.17204301075268819,0,0.0,0,0.0,(not set)
2024-10-28,243,243,243,8721,0.13991769547325103,243,1467,8398,0.1656441717791411,0.02745762711864407,0.29375,0,0.0,0,0.0,new
2024-10-28,48,0,48,9134,0.14583333333333334,48,235,752,0.20425531914893616,0.06,0.16576271186440678,0,0.0,0,0.0,returning
2024-10-28,2,0,24,33,0.5,2,11,91,0.18181818181818182,0.021505376344086023,0.11827956989247312,0,0.0,0,0.0,(not set)
2024-10-29,250,250,250,8533,0.104,250,1519,8312,0.16458196181698487,0.028312570781426953,0.30778739184178,0,0.0,0,0.0,new
2024-10-29,53,0,53,4977,0.1320754716981132,53,249,756,0.21285140562248997,0.06551297898640297,0.17202718006795018,0,0.0,0,0.0,returning
2024-10-29,1,0,15,32,0.0,1,10,91,0.1,0.010869565217391304,0.10869565217391304,0,0.0,0,0.0,(not set)
2024-10-30,197,197,197,8504,0.1218274111675127,197,1426,8285,0.13814866760168304,0.022307779413429964,0.3017241379310345,0,0.0,0,0.0,new
2024-10-30,49,0,49,2618,0.16326530612244897,49,245,762,0.2,0.0603448275862069,0.16147661646472652,0,0.0,0,0.0,returning
2024-10-30,3,0,17,26,0.0,3,12,92,0.25,0.031578947368421054,0.12631578947368421,0,0.0,0,0.0,(not set)
2024-10-31,174,174,174,10164,0.1724137931034483,174,1419,8196,0.1226215644820296,0.02009005888465535,0.29109159347553326,0,0.0,0,0.0,new
2024-10-31,24,0,24,1730,0.20833333333333334,24,232,745,0.10344827586206896,0.030112923462986198,0.16383789400762036,0,0.0,0,0.0,returning
2024-10-31,2,0,11,78,0.0,2,12,90,0.16666666666666666,0.020833333333333332,0.125,0,0.0,0,0.0,(not set)
2024-11-01,228,228,228,8057,0.15789473684210525,228,1446,8270,0.15767634854771784,0.026243093922651933,0.2770780856423174,0,0.0,0,0.0,new
2024-11-01,38,0,38,5058,0.2894736842105263,38,220,742,0.17272727272727273,0.04785894206549118,0.1941747572815534,0,0.0,0,0.0,returning
2024-11-01,9,0,23,74,0.0,9,20,99,0.45,0.08737864077669903,0.1664364640883978,0,0.0,0,0.0,(not set)
2024-11-02,157,158,157,6344,0.16560509554140126,157,1434,8189,0.10948396094839609,0.018272811918063316,0.2681992337164751,0,0.0,0,0.0,new
2024-11-02,37,0,37,7482,0.1891891891891892,37,210,741,0.1761904761904762,0.04725415070242656,0.21782178217821782,0,0.0,0,0.0,returning
2024-11-02,2,0,10,8,0.0,2,22,98,0.09090909090909091,0.019801980198019802,0.16689944134078213,0,0.0,0,0.0,(not set)
2024-11-03,148,148,148,5109,0.17567567567567569,148,1395,8232,0.1060931899641577,0.01725343903007694,0.2613195342820181,0,0.0,0,0.0,new
